Series,Series Code,Country Name,Country Code,2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,Belgium,BEL,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,Belize,BLZ,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,Benin,BEN,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,Bermuda,BMU,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,Bhutan,BTN,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,Bolivia,BOL,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,Bosnia and Herzegovina,BIH,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,Botswana,BWA,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,Brazil,BRA,..,..,13971.3840566101,14775.3693145019,..,..
Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,British Virgin Islands,VGB,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,Brunei Darussalam,BRN,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,Bulgaria,BGR,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,Burkina Faso,BFA,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,Burundi,BDI,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,Cabo Verde,CPV,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,Cambodia,KHM,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,Cameroon,CMR,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,Canada,CAN,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,Caribbean small states,CSS,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,Cayman Islands,CYM,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,Central African Republic,CAF,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,Central Europe and the Baltics,CEB,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,Chad,TCD,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,Channel Islands,CHI,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,Chile,CHL,18301.379157505,..,23428.6179805787,23747.1489667623,..,..
Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,China,CHN,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,Colombia,COL,17922.8184539631,..,..,19623.6690780645,..,..
Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,Comoros,COM,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,"Congo, Dem. Rep.",COD,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,"Congo, Rep.",COG,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,Costa Rica,CRI,24216.946048188,..,23887.5082713316,24238.4813898781,..,..
Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,Cote d'Ivoire,CIV,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,Croatia,HRV,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,Cuba,CUB,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,Curacao,CUW,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,Cyprus,CYP,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,Czech Republic,CZE,17250.4303786352,..,17919.6673278063,20472.2053820017,..,..
Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,Denmark,DNK,41937.7357427688,..,41273.7083685784,44039.4832948937,..,..
Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,Djibouti,DJI,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,Dominica,DMA,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,Dominican Republic,DOM,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,Early-demographic dividend,EAR,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,East Asia & Pacific,EAS,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,East Asia & Pacific (excluding high income),EAP,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,East Asia & Pacific (IDA & IBRD countries),TEA,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,Ecuador,ECU,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,"Egypt, Arab Rep.",EGY,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,El Salvador,SLV,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,Equatorial Guinea,GNQ,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,Eritrea,ERI,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,Estonia,EST,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,Eswatini,SWZ,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,Ethiopia,ETH,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,Euro area,EMU,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,Europe & Central Asia,ECS,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,Europe & Central Asia (excluding high income),ECA,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,Europe & Central Asia (IDA & IBRD countries),TEC,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,European Union,EUU,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,Faroe Islands,FRO,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,Fiji,FJI,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,Finland,FIN,29159.5048662873,..,29578.260066115,30027.4893943282,..,..
Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,Fragile and conflict affected situations,FCS,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,France,FRA,28524.5738130611,..,29515.5433306266,30871.9197004,..,..
Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,French Polynesia,PYF,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,Gabon,GAB,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,"Gambia, The",GMB,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,Georgia,GEO,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,Germany,DEU,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,Ghana,GHA,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,Gibraltar,GIB,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,Global Partnership for Education,FTI,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,Greece,GRC,18679.3191114494,..,19374.297711278,19825.3781179507,..,..
Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,Greenland,GRL,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,Grenada,GRD,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,Guam,GUM,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,Guatemala,GTM,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,Guinea,GIN,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,Guinea-Bissau,GNB,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,Guyana,GUY,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,Haiti,HTI,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,Heavily indebted poor countries (HIPC),HPC,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,High income,HIC,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,Honduras,HND,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,"Hong Kong SAR, China",HKG,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,Hungary,HUN,13299.5905478387,..,14226.931815337,14544.6029681299,..,..
Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,IBRD only,IBD,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,Iceland,ISL,..,..,34394.1854978325,37367.357274301,..,..
Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,IDA & IBRD total,IBT,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,IDA blend,IDB,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,IDA only,IDX,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,IDA total,IDA,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,India,IND,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,Indonesia,IDN,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,"Iran, Islamic Rep.",IRN,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,Iraq,IRQ,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,Ireland,IRL,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,Isle of Man,IMN,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,Israel,ISR,22464.8585226686,..,23000.5545770339,24351.6449763006,..,..
Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,Italy,ITA,27941.5534341098,..,28513.778967499,30403.287804628,..,..
Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,Jamaica,JAM,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,Japan,JPN,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,Jordan,JOR,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,Kazakhstan,KAZ,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,Kenya,KEN,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,Kiribati,KIR,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,"Korea, Dem. People’s Rep.",PRK,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,"Korea, Rep.",KOR,28352.0779044335,..,30395.0870859946,32485.2266806741,..,..
Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,Kosovo,XKX,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,Kuwait,KWT,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,Kyrgyz Republic,KGZ,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,Lao PDR,LAO,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,Late-demographic dividend,LTE,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,Latin America & Caribbean,LCN,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,Latin America & Caribbean (excluding high income),LAC,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,Latin America & the Caribbean (IDA & IBRD countries),TLA,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,Latvia,LVA,8554.81683714692,..,12994.4075144004,14494.2209622671,..,..
Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,Least developed countries: UN classification,LDC,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,Lebanon,LBN,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,Lending category not classified,LNX,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,Lesotho,LSO,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,Liberia,LBR,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,Libya,LBY,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,Liechtenstein,LIE,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,Lithuania,LTU,..,..,12572.7958552092,12929.549478812,..,..
Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,Low & middle income,LMY,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,Low income,LIC,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,Lower middle income,LMC,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,Luxembourg,LUX,68347.9132140423,..,70192.2790503556,74400.1200847976,..,..
Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,"Macao SAR, China",MAC,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,Madagascar,MDG,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,Malawi,MWI,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,Malaysia,MYS,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,Maldives,MDV,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,Mali,MLI,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,Malta,MLT,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,Marshall Islands,MHL,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,Mauritania,MRT,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,Mauritius,MUS,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,Mayotte,MYT,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,Mexico,MEX,17271.1910055443,..,19893.4352600088,20851.4776702642,..,..
Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,"Micronesia, Fed. Sts.",FSM,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,Middle East & North Africa,MEA,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,Middle East & North Africa (excluding high income),MNA,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,Middle East & North Africa (IDA & IBRD countries),TMN,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,Middle income,MIC,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,Moldova,MDA,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,Monaco,MCO,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,Mongolia,MNG,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,Montenegro,MNE,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,Morocco,MAR,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,Mozambique,MOZ,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,Myanmar,MMR,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,Namibia,NAM,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,Nauru,NRU,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,Nepal,NPL,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,Netherlands,NLD,36641.5821529546,..,38922.4689798656,42133.4157556578,..,..
Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,Netherlands Antilles,ANT,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,New Caledonia,NCL,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,New Zealand,NZL,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,Nicaragua,NIC,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,Niger,NER,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,Nigeria,NGA,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,North America,NAC,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,North Macedonia,MKD,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,Northern Mariana Islands,MNP,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,Norway,NOR,36201.7321411492,..,35577.1466195427,34886.3088393486,..,..
Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,OECD members,OED,29635.7965248431,..,30817.3072274372,..,..,..
Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,Oman,OMN,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,Other small states,OSS,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,Pacific island small states,PSS,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,Pakistan,PAK,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,Palau,PLW,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,Panama,PAN,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,Papua New Guinea,PNG,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,Paraguay,PRY,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,Peru,PER,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,Philippines,PHL,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,Poland,POL,15468.3003430092,..,15599.8185474661,16139.5801104025,..,..
Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,Portugal,PRT,32644.4555772017,..,32886.5883272144,33516.2769716563,..,..
Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,Post-demographic dividend,PST,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,Pre-demographic dividend,PRE,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,Puerto Rico,PRI,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,Qatar,QAT,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,Romania,ROU,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,Russian Federation,RUS,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,Rwanda,RWA,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,Samoa,WSM,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,San Marino,SMR,..,..,..,..,..,..
