Country Name,Country Code,Series,Series Code,2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
Portugal,PRT,Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,..,32886.5883272144,33516.2769716563,..,..
Portugal,PRT,Annual statutory teacher salaries in public institutions in USD. Lower Secondary. Starting salary,OECD.TSAL.2.E0,..,32886.5883272144,33516.2769716563,..,..
Portugal,PRT,"Adult illiterate population, 15+ years, both sexes (number)",UIS.LP.AG15T99,..,..,342869,..,..
Post-demographic dividend,PST,PISA: Mean performance on the science scale,LO.PISA.SCI,..,..,..,..,..
Post-demographic dividend,PST,"Government expenditure on education, US$ (millions)",UIS.X.US.FSGOV,..,..,..,..,..
Post-demographic dividend,PST,Annual statutory teacher salaries in public institutions in USD. Upper Secondary. Starting salary,OECD.TSAL.3.E0,..,..,..,..,..
Post-demographic dividend,PST,Annual statutory teacher salaries in public institutions in USD. Primary. Starting salary,OECD.TSAL.1.E0,..,..,..,..,..
Post-demographic dividend,PST,Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,..,..,..,..,..
Post-demographic dividend,PST,Annual statutory teacher salaries in public institutions in USD. Lower Secondary. Starting salary,OECD.TSAL.2.E0,..,..,..,..,..
Post-demographic dividend,PST,"Adult illiterate population, 15+ years, both sexes (number)",UIS.LP.AG15T99,..,..,..,..,..
Pre-demographic dividend,PRE,PISA: Mean performance on the science scale,LO.PISA.SCI,..,..,..,..,..
Pre-demographic dividend,PRE,"Government expenditure on education, US$ (millions)",UIS.X.US.FSGOV,..,..,..,..,..
Pre-demographic dividend,PRE,Annual statutory teacher salaries in public institutions in USD. Upper Secondary. Starting salary,OECD.TSAL.3.E0,..,..,..,..,..
Pre-demographic dividend,PRE,Annual statutory teacher salaries in public institutions in USD. Primary. Starting salary,OECD.TSAL.1.E0,..,..,..,..,..
Pre-demographic dividend,PRE,Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,..,..,..,..,..
Pre-demographic dividend,PRE,Annual statutory teacher salaries in public institutions in USD. Lower Secondary. Starting salary,OECD.TSAL.2.E0,..,..,..,..,..
Pre-demographic dividend,PRE,"Adult illiterate population, 15+ years, both sexes (number)",UIS.LP.AG15T99,188884459,190709010,193162282,..,..
Puerto Rico,PRI,PISA: Mean performance on the science scale,LO.PISA.SCI,..,..,..,..,..
Puerto Rico,PRI,"Government expenditure on education, US$ (millions)",UIS.X.US.FSGOV,..,..,..,..,..
Puerto Rico,PRI,Annual statutory teacher salaries in public institutions in USD. Upper Secondary. Starting salary,OECD.TSAL.3.E0,..,..,..,..,..
Puerto Rico,PRI,Annual statutory teacher salaries in public institutions in USD. Primary. Starting salary,OECD.TSAL.1.E0,..,..,..,..,..
Puerto Rico,PRI,Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,..,..,..,..,..
Puerto Rico,PRI,Annual statutory teacher salaries in public institutions in USD. Lower Secondary. Starting salary,OECD.TSAL.2.E0,..,..,..,..,..
Puerto Rico,PRI,"Adult illiterate population, 15+ years, both sexes (number)",UIS.LP.AG15T99,..,198796,..,..,..
Qatar,QAT,PISA: Mean performance on the science scale,LO.PISA.SCI,..,..,419.127154883249,..,..
Qatar,QAT,"Government expenditure on education, US$ (millions)",UIS.X.US.FSGOV,..,4780.54998,..,..,..
Qatar,QAT,Annual statutory teacher salaries in public institutions in USD. Upper Secondary. Starting salary,OECD.TSAL.3.E0,..,..,..,..,..
Qatar,QAT,Annual statutory teacher salaries in public institutions in USD. Primary. Starting salary,OECD.TSAL.1.E0,..,..,..,..,..
Qatar,QAT,Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,..,..,..,..,..
Qatar,QAT,Annual statutory teacher salaries in public institutions in USD. Lower Secondary. Starting salary,OECD.TSAL.2.E0,..,..,..,..,..
Qatar,QAT,"Adult illiterate population, 15+ years, both sexes (number)",UIS.LP.AG15T99,157265,153999,..,..,..
Romania,ROU,PISA: Mean performance on the science scale,LO.PISA.SCI,..,..,425.761227085172,..,..
Romania,ROU,"Government expenditure on education, US$ (millions)",UIS.X.US.FSGOV,5606.03001,..,..,..,..
Romania,ROU,Annual statutory teacher salaries in public institutions in USD. Upper Secondary. Starting salary,OECD.TSAL.3.E0,..,..,..,..,..
Romania,ROU,Annual statutory teacher salaries in public institutions in USD. Primary. Starting salary,OECD.TSAL.1.E0,..,..,..,..,..
Romania,ROU,Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,..,..,..,..,..
Romania,ROU,Annual statutory teacher salaries in public institutions in USD. Lower Secondary. Starting salary,OECD.TSAL.2.E0,..,..,..,..,..
Romania,ROU,"Adult illiterate population, 15+ years, both sexes (number)",UIS.LP.AG15T99,..,..,190378,..,..
Russian Federation,RUS,PISA: Mean performance on the science scale,LO.PISA.SCI,..,..,477.717679762959,..,..
Russian Federation,RUS,"Government expenditure on education, US$ (millions)",UIS.X.US.FSGOV,48012.78379,..,..,..,..
Russian Federation,RUS,Annual statutory teacher salaries in public institutions in USD. Upper Secondary. Starting salary,OECD.TSAL.3.E0,..,..,..,..,..
Russian Federation,RUS,Annual statutory teacher salaries in public institutions in USD. Primary. Starting salary,OECD.TSAL.1.E0,..,..,..,..,..
Russian Federation,RUS,Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,..,..,..,..,..
Russian Federation,RUS,Annual statutory teacher salaries in public institutions in USD. Lower Secondary. Starting salary,OECD.TSAL.2.E0,..,..,..,..,..
Russian Federation,RUS,"Adult illiterate population, 15+ years, both sexes (number)",UIS.LP.AG15T99,..,..,322922,..,..
Rwanda,RWA,PISA: Mean performance on the science scale,LO.PISA.SCI,..,..,..,..,..
Rwanda,RWA,"Government expenditure on education, US$ (millions)",UIS.X.US.FSGOV,293.01002,271.70479,284.41754,..,..
Rwanda,RWA,Annual statutory teacher salaries in public institutions in USD. Upper Secondary. Starting salary,OECD.TSAL.3.E0,..,..,..,..,..
Rwanda,RWA,Annual statutory teacher salaries in public institutions in USD. Primary. Starting salary,OECD.TSAL.1.E0,..,..,..,..,..
Rwanda,RWA,Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,..,..,..,..,..
Rwanda,RWA,Annual statutory teacher salaries in public institutions in USD. Lower Secondary. Starting salary,OECD.TSAL.2.E0,..,..,..,..,..
Rwanda,RWA,"Adult illiterate population, 15+ years, both sexes (number)",UIS.LP.AG15T99,..,..,1967627,..,..
Samoa,WSM,PISA: Mean performance on the science scale,LO.PISA.SCI,..,..,..,..,..
Samoa,WSM,"Government expenditure on education, US$ (millions)",UIS.X.US.FSGOV,32.81105,..,..,..,..
Samoa,WSM,Annual statutory teacher salaries in public institutions in USD. Upper Secondary. Starting salary,OECD.TSAL.3.E0,..,..,..,..,..
Samoa,WSM,Annual statutory teacher salaries in public institutions in USD. Primary. Starting salary,OECD.TSAL.1.E0,..,..,..,..,..
Samoa,WSM,Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,..,..,..,..,..
Samoa,WSM,Annual statutory teacher salaries in public institutions in USD. Lower Secondary. Starting salary,OECD.TSAL.2.E0,..,..,..,..,..
Samoa,WSM,"Adult illiterate population, 15+ years, both sexes (number)",UIS.LP.AG15T99,..,..,1094,..,..
San Marino,SMR,PISA: Mean performance on the science scale,LO.PISA.SCI,..,..,..,..,..
San Marino,SMR,"Government expenditure on education, US$ (millions)",UIS.X.US.FSGOV,..,51.3867,..,..,..
San Marino,SMR,Annual statutory teacher salaries in public institutions in USD. Upper Secondary. Starting salary,OECD.TSAL.3.E0,..,..,..,..,..
San Marino,SMR,Annual statutory teacher salaries in public institutions in USD. Primary. Starting salary,OECD.TSAL.1.E0,..,..,..,..,..
San Marino,SMR,Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,..,..,..,..,..
San Marino,SMR,Annual statutory teacher salaries in public institutions in USD. Lower Secondary. Starting salary,OECD.TSAL.2.E0,..,..,..,..,..
San Marino,SMR,"Adult illiterate population, 15+ years, both sexes (number)",UIS.LP.AG15T99,..,..,24,..,..
Sao Tome and Principe,STP,PISA: Mean performance on the science scale,LO.PISA.SCI,..,..,..,..,..
Sao Tome and Principe,STP,"Government expenditure on education, US$ (millions)",UIS.X.US.FSGOV,17.97876,19.06763,21.74435,..,..
Sao Tome and Principe,STP,Annual statutory teacher salaries in public institutions in USD. Upper Secondary. Starting salary,OECD.TSAL.3.E0,..,..,..,..,..
Sao Tome and Principe,STP,Annual statutory teacher salaries in public institutions in USD. Primary. Starting salary,OECD.TSAL.1.E0,..,..,..,..,..
Sao Tome and Principe,STP,Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,..,..,..,..,..
Sao Tome and Principe,STP,Annual statutory teacher salaries in public institutions in USD. Lower Secondary. Starting salary,OECD.TSAL.2.E0,..,..,..,..,..
Sao Tome and Principe,STP,"Adult illiterate population, 15+ years, both sexes (number)",UIS.LP.AG15T99,..,..,8713,..,..
Saudi Arabia,SAU,PISA: Mean performance on the science scale,LO.PISA.SCI,..,..,386.246144966173,..,..
Saudi Arabia,SAU,"Government expenditure on education, US$ (millions)",UIS.X.US.FSGOV,..,..,..,..,..
Saudi Arabia,SAU,Annual statutory teacher salaries in public institutions in USD. Upper Secondary. Starting salary,OECD.TSAL.3.E0,..,..,..,..,..
Saudi Arabia,SAU,Annual statutory teacher salaries in public institutions in USD. Primary. Starting salary,OECD.TSAL.1.E0,..,..,..,..,..
Saudi Arabia,SAU,Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,..,..,..,..,..
Saudi Arabia,SAU,Annual statutory teacher salaries in public institutions in USD. Lower Secondary. Starting salary,OECD.TSAL.2.E0,..,..,..,..,..
Saudi Arabia,SAU,"Adult illiterate population, 15+ years, both sexes (number)",UIS.LP.AG15T99,..,1156748,..,..,..
Senegal,SEN,PISA: Mean performance on the science scale,LO.PISA.SCI,..,..,..,..,..
Senegal,SEN,"Government expenditure on education, US$ (millions)",UIS.X.US.FSGOV,972.88807,968.68619,1122.5124,..,..
Senegal,SEN,Annual statutory teacher salaries in public institutions in USD. Upper Secondary. Starting salary,OECD.TSAL.3.E0,..,..,..,..,..
Senegal,SEN,Annual statutory teacher salaries in public institutions in USD. Primary. Starting salary,OECD.TSAL.1.E0,..,..,..,..,..
Senegal,SEN,Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,..,..,..,..,..
Senegal,SEN,Annual statutory teacher salaries in public institutions in USD. Lower Secondary. Starting salary,OECD.TSAL.2.E0,..,..,..,..,..
Senegal,SEN,"Adult illiterate population, 15+ years, both sexes (number)",UIS.LP.AG15T99,..,4235765,..,..,..
Serbia,SRB,PISA: Mean performance on the science scale,LO.PISA.SCI,..,..,439.873889462623,..,..
Serbia,SRB,"Government expenditure on education, US$ (millions)",UIS.X.US.FSGOV,1479.05452,1639.11192,..,..,..
Serbia,SRB,Annual statutory teacher salaries in public institutions in USD. Upper Secondary. Starting salary,OECD.TSAL.3.E0,..,..,..,..,..
Serbia,SRB,Annual statutory teacher salaries in public institutions in USD. Primary. Starting salary,OECD.TSAL.1.E0,..,..,..,..,..
Serbia,SRB,Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,..,..,..,..,..
Serbia,SRB,Annual statutory teacher salaries in public institutions in USD. Lower Secondary. Starting salary,OECD.TSAL.2.E0,..,..,..,..,..
Serbia,SRB,"Adult illiterate population, 15+ years, both sexes (number)",UIS.LP.AG15T99,85928,..,..,..,..
Seychelles,SYC,PISA: Mean performance on the science scale,LO.PISA.SCI,..,..,..,..,..
Seychelles,SYC,"Government expenditure on education, US$ (millions)",UIS.X.US.FSGOV,63.07256,..,..,..,..
Seychelles,SYC,Annual statutory teacher salaries in public institutions in USD. Upper Secondary. Starting salary,OECD.TSAL.3.E0,..,..,..,..,..
Seychelles,SYC,Annual statutory teacher salaries in public institutions in USD. Primary. Starting salary,OECD.TSAL.1.E0,..,..,..,..,..
Seychelles,SYC,Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,..,..,..,..,..
Seychelles,SYC,Annual statutory teacher salaries in public institutions in USD. Lower Secondary. Starting salary,OECD.TSAL.2.E0,..,..,..,..,..
Seychelles,SYC,"Adult illiterate population, 15+ years, both sexes (number)",UIS.LP.AG15T99,..,..,3064,..,..
Sierra Leone,SLE,PISA: Mean performance on the science scale,LO.PISA.SCI,..,..,..,..,..
Sierra Leone,SLE,"Government expenditure on education, US$ (millions)",UIS.X.US.FSGOV,112.45711,173.35823,285.53431,..,..
Sierra Leone,SLE,Annual statutory teacher salaries in public institutions in USD. Upper Secondary. Starting salary,OECD.TSAL.3.E0,..,..,..,..,..
Sierra Leone,SLE,Annual statutory teacher salaries in public institutions in USD. Primary. Starting salary,OECD.TSAL.1.E0,..,..,..,..,..
Sierra Leone,SLE,Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,..,..,..,..,..
Sierra Leone,SLE,Annual statutory teacher salaries in public institutions in USD. Lower Secondary. Starting salary,OECD.TSAL.2.E0,..,..,..,..,..
Sierra Leone,SLE,"Adult illiterate population, 15+ years, both sexes (number)",UIS.LP.AG15T99,..,..,2560844,..,..
Singapore,SGP,PISA: Mean performance on the science scale,LO.PISA.SCI,..,..,550.936899986808,..,..
Singapore,SGP,"Government expenditure on education, US$ (millions)",UIS.X.US.FSGOV,..,..,..,..,..
Singapore,SGP,Annual statutory teacher salaries in public institutions in USD. Upper Secondary. Starting salary,OECD.TSAL.3.E0,..,..,..,..,..
Singapore,SGP,Annual statutory teacher salaries in public institutions in USD. Primary. Starting salary,OECD.TSAL.1.E0,..,..,..,..,..
Singapore,SGP,Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,..,..,..,..,..
Singapore,SGP,Annual statutory teacher salaries in public institutions in USD. Lower Secondary. Starting salary,OECD.TSAL.2.E0,..,..,..,..,..
Singapore,SGP,"Adult illiterate population, 15+ years, both sexes (number)",UIS.LP.AG15T99,140163,134246,128380,..,..
Sint Maarten (Dutch part),SXM,PISA: Mean performance on the science scale,LO.PISA.SCI,..,..,..,..,..
Sint Maarten (Dutch part),SXM,"Government expenditure on education, US$ (millions)",UIS.X.US.FSGOV,..,..,..,..,..
Sint Maarten (Dutch part),SXM,Annual statutory teacher salaries in public institutions in USD. Upper Secondary. Starting salary,OECD.TSAL.3.E0,..,..,..,..,..
Sint Maarten (Dutch part),SXM,Annual statutory teacher salaries in public institutions in USD. Primary. Starting salary,OECD.TSAL.1.E0,..,..,..,..,..
Sint Maarten (Dutch part),SXM,Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,..,..,..,..,..
Sint Maarten (Dutch part),SXM,Annual statutory teacher salaries in public institutions in USD. Lower Secondary. Starting salary,OECD.TSAL.2.E0,..,..,..,..,..
Sint Maarten (Dutch part),SXM,"Adult illiterate population, 15+ years, both sexes (number)",UIS.LP.AG15T99,..,..,..,..,..
Slovak Republic,SVK,PISA: Mean performance on the science scale,LO.PISA.SCI,..,..,464.047578343491,..,..
Slovak Republic,SVK,"Government expenditure on education, US$ (millions)",UIS.X.US.FSGOV,3506.48133,..,..,..,..
Slovak Republic,SVK,Annual statutory teacher salaries in public institutions in USD. Upper Secondary. Starting salary,OECD.TSAL.3.E0,..,14267.0977623357,15339.1849483321,..,..
Slovak Republic,SVK,Annual statutory teacher salaries in public institutions in USD. Primary. Starting salary,OECD.TSAL.1.E0,..,14267.0977623357,15339.1849483321,..,..
Slovak Republic,SVK,Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,..,12753.7545715576,13705.2282907924,..,..
Slovak Republic,SVK,Annual statutory teacher salaries in public institutions in USD. Lower Secondary. Starting salary,OECD.TSAL.2.E0,..,14267.0977623357,15339.1849483321,..,..
Slovak Republic,SVK,"Adult illiterate population, 15+ years, both sexes (number)",UIS.LP.AG15T99,..,..,..,..,..
Slovenia,SVN,PISA: Mean performance on the science scale,LO.PISA.SCI,..,..,507.006545970774,..,..
Slovenia,SVN,"Government expenditure on education, US$ (millions)",UIS.X.US.FSGOV,2144.06636,..,..,..,..
Slovenia,SVN,Annual statutory teacher salaries in public institutions in USD. Upper Secondary. Starting salary,OECD.TSAL.3.E0,..,26822.6630205893,28030.7973922385,..,..
Slovenia,SVN,Annual statutory teacher salaries in public institutions in USD. Primary. Starting salary,OECD.TSAL.1.E0,..,26822.6630205893,28030.7973922385,..,..
Slovenia,SVN,Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,..,26822.6630205893,28030.7973922385,..,..
Slovenia,SVN,Annual statutory teacher salaries in public institutions in USD. Lower Secondary. Starting salary,OECD.TSAL.2.E0,..,26822.6630205893,28030.7973922385,..,..
Slovenia,SVN,"Adult illiterate population, 15+ years, both sexes (number)",UIS.LP.AG15T99,..,..,..,..,..
Small states,SST,PISA: Mean performance on the science scale,LO.PISA.SCI,..,..,..,..,..
Small states,SST,"Government expenditure on education, US$ (millions)",UIS.X.US.FSGOV,..,..,..,..,..
Small states,SST,Annual statutory teacher salaries in public institutions in USD. Upper Secondary. Starting salary,OECD.TSAL.3.E0,..,..,..,..,..
Small states,SST,Annual statutory teacher salaries in public institutions in USD. Primary. Starting salary,OECD.TSAL.1.E0,..,..,..,..,..
Small states,SST,Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,..,..,..,..,..
Small states,SST,Annual statutory teacher salaries in public institutions in USD. Lower Secondary. Starting salary,OECD.TSAL.2.E0,..,..,..,..,..
Small states,SST,"Adult illiterate population, 15+ years, both sexes (number)",UIS.LP.AG15T99,3931244,3955751,3958604,..,..
Solomon Islands,SLB,PISA: Mean performance on the science scale,LO.PISA.SCI,..,..,..,..,..
Solomon Islands,SLB,"Government expenditure on education, US$ (millions)",UIS.X.US.FSGOV,..,..,..,..,..
Solomon Islands,SLB,Annual statutory teacher salaries in public institutions in USD. Upper Secondary. Starting salary,OECD.TSAL.3.E0,..,..,..,..,..
Solomon Islands,SLB,Annual statutory teacher salaries in public institutions in USD. Primary. Starting salary,OECD.TSAL.1.E0,..,..,..,..,..
Solomon Islands,SLB,Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,..,..,..,..,..
Solomon Islands,SLB,Annual statutory teacher salaries in public institutions in USD. Lower Secondary. Starting salary,OECD.TSAL.2.E0,..,..,..,..,..
Solomon Islands,SLB,"Adult illiterate population, 15+ years, both sexes (number)",UIS.LP.AG15T99,..,..,..,..,..
Somalia,SOM,PISA: Mean performance on the science scale,LO.PISA.SCI,..,..,..,..,..
Somalia,SOM,"Government expenditure on education, US$ (millions)",UIS.X.US.FSGOV,..,..,..,..,..
Somalia,SOM,Annual statutory teacher salaries in public institutions in USD. Upper Secondary. Starting salary,OECD.TSAL.3.E0,..,..,..,..,..
Somalia,SOM,Annual statutory teacher salaries in public institutions in USD. Primary. Starting salary,OECD.TSAL.1.E0,..,..,..,..,..
Somalia,SOM,Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,..,..,..,..,..
Somalia,SOM,Annual statutory teacher salaries in public institutions in USD. Lower Secondary. Starting salary,OECD.TSAL.2.E0,..,..,..,..,..
Somalia,SOM,"Adult illiterate population, 15+ years, both sexes (number)",UIS.LP.AG15T99,..,..,..,..,..
South Africa,ZAF,PISA: Mean performance on the science scale,LO.PISA.SCI,..,..,..,..,..
South Africa,ZAF,"Government expenditure on education, US$ (millions)",UIS.X.US.FSGOV,18863.52824,18115.49456,21511.39107,..,..
South Africa,ZAF,Annual statutory teacher salaries in public institutions in USD. Upper Secondary. Starting salary,OECD.TSAL.3.E0,..,..,..,..,..
South Africa,ZAF,Annual statutory teacher salaries in public institutions in USD. Primary. Starting salary,OECD.TSAL.1.E0,..,..,..,..,..
South Africa,ZAF,Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,..,..,..,..,..
South Africa,ZAF,Annual statutory teacher salaries in public institutions in USD. Lower Secondary. Starting salary,OECD.TSAL.2.E0,..,..,..,..,..
South Africa,ZAF,"Adult illiterate population, 15+ years, both sexes (number)",UIS.LP.AG15T99,..,5229114,..,..,..
South Asia,SAS,PISA: Mean performance on the science scale,LO.PISA.SCI,..,..,..,..,..
South Asia,SAS,"Government expenditure on education, US$ (millions)",UIS.X.US.FSGOV,..,..,..,..,..
South Asia,SAS,Annual statutory teacher salaries in public institutions in USD. Upper Secondary. Starting salary,OECD.TSAL.3.E0,..,..,..,..,..
South Asia,SAS,Annual statutory teacher salaries in public institutions in USD. Primary. Starting salary,OECD.TSAL.1.E0,..,..,..,..,..
South Asia,SAS,Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,..,..,..,..,..
South Asia,SAS,Annual statutory teacher salaries in public institutions in USD. Lower Secondary. Starting salary,OECD.TSAL.2.E0,..,..,..,..,..
South Asia,SAS,"Adult illiterate population, 15+ years, both sexes (number)",UIS.LP.AG15T99,363336630,361163264,360265477,..,..
South Asia (IDA & IBRD),TSA,PISA: Mean performance on the science scale,LO.PISA.SCI,..,..,..,..,..
South Asia (IDA & IBRD),TSA,"Government expenditure on education, US$ (millions)",UIS.X.US.FSGOV,..,..,..,..,..
South Asia (IDA & IBRD),TSA,Annual statutory teacher salaries in public institutions in USD. Upper Secondary. Starting salary,OECD.TSAL.3.E0,..,..,..,..,..
South Asia (IDA & IBRD),TSA,Annual statutory teacher salaries in public institutions in USD. Primary. Starting salary,OECD.TSAL.1.E0,..,..,..,..,..
South Asia (IDA & IBRD),TSA,Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,..,..,..,..,..
South Asia (IDA & IBRD),TSA,Annual statutory teacher salaries in public institutions in USD. Lower Secondary. Starting salary,OECD.TSAL.2.E0,..,..,..,..,..
South Asia (IDA & IBRD),TSA,"Adult illiterate population, 15+ years, both sexes (number)",UIS.LP.AG15T99,363336630,361163264,360265477,..,..
South Sudan,SSD,PISA: Mean performance on the science scale,LO.PISA.SCI,..,..,..,..,..
South Sudan,SSD,"Government expenditure on education, US$ (millions)",UIS.X.US.FSGOV,185.23387,30.12649,16.38399,..,..
South Sudan,SSD,Annual statutory teacher salaries in public institutions in USD. Upper Secondary. Starting salary,OECD.TSAL.3.E0,..,..,..,..,..
South Sudan,SSD,Annual statutory teacher salaries in public institutions in USD. Primary. Starting salary,OECD.TSAL.1.E0,..,..,..,..,..
South Sudan,SSD,Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,..,..,..,..,..
South Sudan,SSD,Annual statutory teacher salaries in public institutions in USD. Lower Secondary. Starting salary,OECD.TSAL.2.E0,..,..,..,..,..
South Sudan,SSD,"Adult illiterate population, 15+ years, both sexes (number)",UIS.LP.AG15T99,..,..,4181233,..,..
Spain,ESP,PISA: Mean performance on the science scale,LO.PISA.SCI,..,..,483.252042725488,..,..
Spain,ESP,"Government expenditure on education, US$ (millions)",UIS.X.US.FSGOV,52087.73246,..,..,..,..
Spain,ESP,Annual statutory teacher salaries in public institutions in USD. Upper Secondary. Starting salary,OECD.TSAL.3.E0,..,43565.1114483697,45508.6530737774,..,..
Spain,ESP,Annual statutory teacher salaries in public institutions in USD. Primary. Starting salary,OECD.TSAL.1.E0,..,38986.7204358749,40812.9390199192,..,..
Spain,ESP,Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,..,38986.7204358749,40812.9390199192,..,..
Spain,ESP,Annual statutory teacher salaries in public institutions in USD. Lower Secondary. Starting salary,OECD.TSAL.2.E0,..,43565.1114483697,45508.6530737774,..,..
Spain,ESP,"Adult illiterate population, 15+ years, both sexes (number)",UIS.LP.AG15T99,695469,..,622751,..,..
Sri Lanka,LKA,PISA: Mean performance on the science scale,LO.PISA.SCI,..,..,..,..,..
Sri Lanka,LKA,"Government expenditure on education, US$ (millions)",UIS.X.US.FSGOV,2842.17468,2447.33277,1877.48787,..,..
Sri Lanka,LKA,Annual statutory teacher salaries in public institutions in USD. Upper Secondary. Starting salary,OECD.TSAL.3.E0,..,..,..,..,..
Sri Lanka,LKA,Annual statutory teacher salaries in public institutions in USD. Primary. Starting salary,OECD.TSAL.1.E0,..,..,..,..,..
Sri Lanka,LKA,Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,..,..,..,..,..
Sri Lanka,LKA,Annual statutory teacher salaries in public institutions in USD. Lower Secondary. Starting salary,OECD.TSAL.2.E0,..,..,..,..,..
Sri Lanka,LKA,"Adult illiterate population, 15+ years, both sexes (number)",UIS.LP.AG15T99,1201554,1290189,1330811,..,..
St. Kitts and Nevis,KNA,PISA: Mean performance on the science scale,LO.PISA.SCI,..,..,..,..,..
St. Kitts and Nevis,KNA,"Government expenditure on education, US$ (millions)",UIS.X.US.FSGOV,..,..,..,..,..
St. Kitts and Nevis,KNA,Annual statutory teacher salaries in public institutions in USD. Upper Secondary. Starting salary,OECD.TSAL.3.E0,..,..,..,..,..
St. Kitts and Nevis,KNA,Annual statutory teacher salaries in public institutions in USD. Primary. Starting salary,OECD.TSAL.1.E0,..,..,..,..,..
St. Kitts and Nevis,KNA,Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,..,..,..,..,..
St. Kitts and Nevis,KNA,Annual statutory teacher salaries in public institutions in USD. Lower Secondary. Starting salary,OECD.TSAL.2.E0,..,..,..,..,..
St. Kitts and Nevis,KNA,"Adult illiterate population, 15+ years, both sexes (number)",UIS.LP.AG15T99,..,..,..,..,..
St. Lucia,LCA,PISA: Mean performance on the science scale,LO.PISA.SCI,..,..,..,..,..
St. Lucia,LCA,"Government expenditure on education, US$ (millions)",UIS.X.US.FSGOV,94.16995,..,66.60574,..,..
St. Lucia,LCA,Annual statutory teacher salaries in public institutions in USD. Upper Secondary. Starting salary,OECD.TSAL.3.E0,..,..,..,..,..
St. Lucia,LCA,Annual statutory teacher salaries in public institutions in USD. Primary. Starting salary,OECD.TSAL.1.E0,..,..,..,..,..
St. Lucia,LCA,Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,..,..,..,..,..
St. Lucia,LCA,Annual statutory teacher salaries in public institutions in USD. Lower Secondary. Starting salary,OECD.TSAL.2.E0,..,..,..,..,..
St. Lucia,LCA,"Adult illiterate population, 15+ years, both sexes (number)",UIS.LP.AG15T99,..,..,..,..,..
St. Martin (French part),MAF,PISA: Mean performance on the science scale,LO.PISA.SCI,..,..,..,..,..
St. Martin (French part),MAF,"Government expenditure on education, US$ (millions)",UIS.X.US.FSGOV,..,..,..,..,..
St. Martin (French part),MAF,Annual statutory teacher salaries in public institutions in USD. Upper Secondary. Starting salary,OECD.TSAL.3.E0,..,..,..,..,..
St. Martin (French part),MAF,Annual statutory teacher salaries in public institutions in USD. Primary. Starting salary,OECD.TSAL.1.E0,..,..,..,..,..
